deployment,year,year_range,project_na,subproject,camera_tra,project_tr,camera_bra,camera_mod,cam_num,sd_num,Cam_SD,round,media_type,phase,protocol,HEXID,northing,easting,latitude,longitude,deployme_1,deployme_2,last_pic_d,last_use_d,collection,collecti_1,cam_nights,total_imag,forest_or_,forest_eco,habitat,setting,bushnell_b,bushnell_1,battery_pe,battery__1,device_wor,lithium_or,tem_logger,snowstake_,cam_orient,cam_orie_1,tree_speci,cam_lost,FLAG,FLAG_comme,deployme_3,distance,ORIG_FID,Shape_Leng,Shape_Area,Buffer,Buffer_cam
C0214,2021,2021-2022,North Country Wild,AIM vs. Snapshot,"Maggie, Pete",0,Browning,Strike Force Pro XD,57,6,C057_SD006,0,camera,phase_1,AIM,107272,0.00000000000,0.00000000000,44.36198190000,-75.10261400000,5-Dec-2021,16:24,,,9-Apr-2022,15:55,,0,Degrasse,,Mixed,Rural,0,0,100,0,FALSE,lithium,6,4.9,0,,,,,,Fixed date and time to ET. Changed to RPF 3 shot. Long to fast motion. Motion detect = long. Tree species = fir? Camera not working at retrieval,0.69100000000,214,4341.68104726000,1500050.80183000000,EM2,EM2_C0214
C0215,2021,2021-2022,North Country Wild,AIM vs. Snapshot,Maggie,0,Browning,Strike Force Pro XD,57,21,C057_SD021,0,camera,prebait,AIM,107272,0.00000000000,0.00000000000,44.36198190000,-75.10261400000,18-Oct-2021,15:40,,,5-Dec-2021,16:24,,34,Degrasse,,Mixed,Rural,0,0,71,25,TRUE,lithium,,4.9,0,,,,,,tree species = fir?,0.69100000000,215,4341.68104726000,1500050.80183000000,EM2,EM2_C0215
C0216,2022,2022-2023,North Country Wild,,Olivia,0,Browning,Strike Force Pro XD,23,16-2,C023_SD162,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.35964300000,-75.09530600000,29-Jul-2022,10:23,,,8-Oct-2022,,,66,Degrasse,1,Evergreen,Rural,0,0,58,35,FALSE,rechargable,,,0,,white pine,,,,Cam turned on after switching off first - cloudy screen,0.69100000000,216,4341.68104726000,1500050.80183000000,EM2,EM2_C0216
C0218,2022,2022-2023,North Country Wild,,"Erika, Olivia, Laura B., Gus",0,Browning,Strike Force HD Pro,27,31,C027_SD031,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.42466300000,-75.10299300000,26-Jul-2022,14:30,,,6-Jul-2023,11:12,,54,Black ash stand,,Deciduous,Wild,0,0,91,0,FALSE,rechargable,,,0,,black ash,,,,camera not working on retrieval. Battery likely dead. Camera slightly tilded sideways and damp inside. Replaced by C056_SD003,0.69100000000,217,4341.68104726000,1500050.80183000000,EM2,EM2_C0218
C0223,2022,2022-2023,North Country Wild,,"Erika, Gus",0,Browning,Strike Force HD Pro,31,63,C031_SD063,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.49383300000,-75.08290900000,24-Sep-2022,16:15,,,4-Jan-2023,12:00,,303,Erika's camp,,Deciduous,Rural,0,0,68,27,TRUE,rechargable,,,0,,sugar maple,,,,no lock; paced sistance b/w camera and scale bar so approximate,0.69100000000,218,4341.68104726000,1500050.80183000000,EM2,EM2_C0223
C0224,2022,2022-2023,North Country Wild,,"Erika, Gus",0,Browning,Strike Force HD Pro,31,69,C031_SD069,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.49383300000,-75.08290900000,4-Jan-2023,12:10,,,,,,0,Erika's camp,,Deciduous,Rural,0,0,73,0,,rechargable,,,0,,sugar maple,,,,,0.69100000000,219,4341.68104726000,1500050.80183000000,EM2,EM2_C0224
C0226,2022,2022-2023,North Country Wild,,Olivia,0,Browning,Strike Force Pro XD,32,25,C032_SD025,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.19299800000,-74.86699100000,28-Jul-2022,10:43,,,2-Oct-2022,13:30,,132,Peavine,2,Deciduous,Wild,0,0,58,36,TRUE,rechargable,,,0,,American beech,,,,,0.69100000000,220,4341.68104726000,1500050.80183000000,EM2,EM2_C0226
C0227,2022,2022-2023,North Country Wild,,"Erika, Olivia, Gus",0,Browning,Strike Force Pro XD,32,26,C032_SD026,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.19299800000,-74.86699100000,2-Oct-2022,13:30,7-Nov-2022,7-Nov-2022,12-Dec-2022,11:32,,90,Peavine,2,Deciduous,Wild,0,0,74,0,FALSE,rechargable,,,0,,American beech,,,,Peavine Plot 2. Camera not powering on . Camera stopped recording pictures on 7 Nov 2022,0.69100000000,221,4341.68104726000,1500050.80183000000,EM2,EM2_C0227
C0231,2022,2022-2023,North Country Wild,,"Erika, Oliva, Gus",0,Browning,Strike Force HD Pro,33,74,C033_SD074,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.38396700000,-75.72531100000,27-Jul-2022,11:40,,,15-Apr-2023,12:19,,0,South Hammond,3,Mixed,Wild,0,0,71,36,TRUE,rechargable,,,0,,red oak,,,,,0.69100000000,222,4341.68104726000,1500050.80183000000,EM2,EM2_C0231
C0232,2022,2022-2023,North Country Wild,,"Erika, Gus",0,Browning,Strike Force HD Pro X,34,8,C034_SD008,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.49179900000,-75.08463100000,24-Sep-2022,15:37,,,4-Jan-2023,11:47,,2672,Erika's camp,,Deciduous,Rural,0,0,90,16,TRUE,rechargable,,,0,,red maple,,,,no lock; paced sistance b/w camera and scale bar so approximate,0.69100000000,223,4341.68104726000,1500050.80183000000,EM2,EM2_C0232
C0233,2022,2022-2023,North Country Wild,,"Erika, Gus",0,Browning,Strike Force HD Pro X,34,101,C034_SD101,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.49179900000,-75.08463100000,4-Jan-2023,11:50,,,,,,0,Erika's camp,,Deciduous,Rural,0,0,100,0,,rechargable,,,0,,red maple,,,,,0.69100000000,224,4341.68104726000,1500050.80183000000,EM2,EM2_C0233
C0237,2022,2022-2023,North Country Wild,,"Olivia, Jane",0,Browning,Strike Force Pro XD,36,4,C036_SD004,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.36053500000,-75.09614700000,8-Oct-2022,13:52,,,23-Nov-2022,16:01,,84,Degrasse,2,Evergreen,Rural,0,0,100,53,TRUE,rechargable,,,0,,white pine,,,,snow fleas atop snow on top of camera and mushed on data sheet,0.69100000000,225,4341.68104726000,1500050.80183000000,EM2,EM2_C0237
C0238,2022,2022-2023,North Country Wild,,Olivia,0,Browning,Strike Force Pro XD,36,32,C036_SD032,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.36053500000,-75.09614700000,28-Jul-2022,14:04,,,8-Oct-2022,13:52,,466,Degrasse,2,Evergreen,Rural,0,0,88,46,TRUE,rechargable,,,0,,white pine,,,,,0.69100000000,226,4341.68104726000,1500050.80183000000,EM2,EM2_C0238
C0239,2022,2022-2023,North Country Wild,,"Olivia, Jane",0,Browning,Strike Force Pro XD,37,65,C037_SD065,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.35964300000,-75.09530600000,8-Oct-2022,14:50,,,23-Nov-2022,15:44,,81,Degrasse,1,Evergreen,Rural,0,0,100,37,TRUE,rechargable,,,0,,white pine,,,,lots of snow fleas on top of the snow that was sitting on top of the camera!,0.69100000000,227,4341.68104726000,1500050.80183000000,EM2,EM2_C0239
C0244,2022,2022-2023,North Country Wild,,"Erika, Oliva, Gus",0,Browning,Strike Force Pro XD,39,A,C039_SD00A,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.44021000000,-75.07366100000,25-Jul-2022,15:22,,,23-Nov-2022,14:59,,832,Donnerville,3,Deciduous,Wild,0,0,100,13,TRUE,rechargable,,,0,,yellow birch,,,,,0.69100000000,228,4341.68104726000,1500050.80183000000,EM2,EM2_C0244
C0248,2022,2022-2023,North Country Wild,,"Erika, Olivia, Gus",0,Browning,Strike Force Pro XD,40,96,C040_SD096,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.38592800000,-75.72537100000,27-Jul-2022,13:05,,,15-Apr-2023,12:52,,0,South Hammond,2,Mixed,Wild,0,0,100,0,,rechargable,,,0,,red oak,TRUE,TRUE,Stolen,Camera stolen. No data nor camera.,0.69100000000,229,4341.68104726000,1500050.80183000000,EM2,EM2_C0248
C0250,2022,2022-2023,North Country Wild,,"Olivia, Jane",0,Browning,Strike Force Pro XD,41,38,C041_SD038,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.36020600000,-75.09429200000,8-Oct-2022,13:00,,,23-Nov-2022,15:52,,186,Degrasse,3,Evergreen,Rural,0,0,100,60,TRUE,rechargable,,,0,,red pine,,,,,0.69100000000,230,4341.68104726000,1500050.80183000000,EM2,EM2_C0250
C0253,2022,2022-2023,North Country Wild,,Olivia,0,Browning,Strike Force Pro XD,41,87,C041_SD087,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.36020600000,-75.09429200000,29-Jul-2022,9:39,,,8-Oct-2022,12:59,,546,Degrasse,3,Evergreen,Rural,0,0,100,58,TRUE,rechargable,,,0,,red pine,,,,,0.69100000000,231,4341.68104726000,1500050.80183000000,EM2,EM2_C0253
C0254,2022,2022-2023,North Country Wild,,"Erika, Olivia, Laura B., Gus",0,Browning,Strike Force Pro XD,45,88,C045_SD088,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.42395000000,-75.10330500000,26-Jul-2022,14:59,,,6-Jul-2023,10:58,,299,Black ash stand,,Deciduous,Wild,0,0,63,0,FALSE,rechargable,,,0,,sugar maple,,,,likely dead batteries. Camera not working at retrieval. Replaced with camera #43.,0.69100000000,232,4341.68104726000,1500050.80183000000,EM2,EM2_C0254
C0255,2022,2022-2023,North Country Wild,,"Erika, Olivia, Gus",0,Browning,Strike Force Pro XD,46,76,C046_SD076,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.38687000000,-75.72393000000,27-Jul-2022,14:20,,,15-Apr-2023,13:10,,0,South Hammond,1,Mixed,Wild,0,0,83,0,,rechargable,,,0,,red oak,TRUE,TRUE,Stolen,Camera stolen. No data nor camera.,0.69100000000,233,4341.68104726000,1500050.80183000000,EM2,EM2_C0255
C0264,2022,2022-2023,North Country Wild,,"Erika, Olivia, Gus",0,Browning,Strike Force Pro XD,49,24,C049_SD024,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.19224600000,-74.86946600000,2-Oct-2022,14:35,,,13-Dec-2022,11:47,,681,Peavine,1,Deciduous,Wild,0,0,100,17,TRUE,rechargable,,,0,,American beech,,,,lots of flapping beech leaves and tag issue; Peavine Plot 1,0.69100000000,234,4341.68104726000,1500050.80183000000,EM2,EM2_C0264
C0265,2022,2022-2023,North Country Wild,,Olivia,0,Browning,Strike Force Pro XD,49,93,C049_SD093,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.19224600000,-74.86946600000,28-Jul-2022,12:18,,,2-Oct-2022,14:15,,236,Peavine,1,Deciduous,Wild,0,0,80,38,TRUE,rechargable,,,0,,American beech,,,,,0.69100000000,235,4341.68104726000,1500050.80183000000,EM2,EM2_C0265
C0266,2022,2022-2023,North Country Wild,,Olivia,0,Browning,Strike Force Pro XD,50,40,C050_SD040,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58656500000,-75.13797000000,18-Oct-2022,14:50,,,9-Dec-2022,12:50,,66,Kip Tract,2,Deciduous,Rural,0,0,100,26,TRUE,rechargable,,,0,,black ash,,,,,0.69100000000,236,4341.68104726000,1500050.80183000000,EM2,EM2_C0266
C0267,2022,2022-2023,North Country Wild,,Olivia,0,Browning,Strike Force Pro XD,50,78,C050_SD078,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58656500000,-75.13797000000,29-Jul-2022,13:14,,,18-Oct-2022,14:50,,402,Kip Tract,2,Deciduous,Rural,0,0,83,36,TRUE,rechargable,,,0,,black ash,,,,,0.69100000000,237,4341.68104726000,1500050.80183000000,EM2,EM2_C0267
C0271,2022,2022-2023,North Country Wild,,"Erika, Olivia, Gus",0,Browning,Strike Force HD Pro X,51,69,C051_SD069,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.19479200000,-74.86754300000,2-Oct-2022,12:17,,,13-Dec-2022,10:49,,90,Peavine,3,Deciduous,Wild,0,0,100,0,TRUE,rechargable,,,0,,sugar maple,,,,"Peavine Plot 3. Camera working but T about 15F at retrieval, won't show battery %.",0.69100000000,238,4341.68104726000,1500050.80183000000,EM2,EM2_C0271
C0273,2022,2022-2023,North Country Wild,,Olivia,0,Browning,Strike Force Pro XD,51,89,C051_SD089,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.19479200000,-74.86754300000,28-Jul-2022,11:28,,,2-Oct-2022,12:16,,243,Peavine,3,Deciduous,Wild,0,0,89,38,TRUE,rechargable,,,0,,sugar maple,,,,On October 2 left same camera out with fresh batteries and new SD card,0.69100000000,239,4341.68104726000,1500050.80183000000,EM2,EM2_C0273
C0276,2022,2022-2023,North Country Wild,,Olivia,0,Browning,Strike Force Pro XD,52,35,C052_SD035,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58636700000,-75.13967700000,29-Jul-2022,13:53,,,25-Oct-2022,14:40,,714,Kip Tract,3,Deciduous,Rural,0,0,87,38,TRUE,rechargable,,,0,,black ash,,,,,0.69100000000,240,4341.68104726000,1500050.80183000000,EM2,EM2_C0276
C0278,2022,2022-2023,North Country Wild,,Olivia,0,Browning,Strike Force Pro XD,52,101,C052_SD101,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58636700000,-75.13967700000,25-Oct-2022,14:40,,,9-Dec-2022,13:36,,152,Kip Tract,3,Deciduous,Rural,0,0,100,34,TRUE,rechargable,,,0,,black ash,,,,,0.69100000000,241,4341.68104726000,1500050.80183000000,EM2,EM2_C0278
C0279,2022,2022-2023,North Country Wild,,"Erika, Olivia, Laura B., Gus",0,Browning,Strike Force Pro XD,53,90,C053_SD090,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.42550000000,-75.10409800000,26-Jul-2022,13:24,,,6-Jul-2023,11:28,,1827,Black ash stand,,Deciduous,Wild,0,0,79,35,TRUE,rechargable,,,0,,sugar maple,,,,camera pointed toward ground. Black ask plot 1. Worked almost 1 year. Replaced with C054_SD086,0.69100000000,242,4341.68104726000,1500050.80183000000,EM2,EM2_C0279
C0280,2022,2022-2023,North Country Wild,,"Olivia, Jane",0,Browning,Strike Force Pro XD,54,58,C054_SD058,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58564000000,-75.13487700000,25-Sep-2022,12:52,,,9-Dec-2022,12:00,,170,Kip Tract,1,Deciduous,Rural,0,0,100,31,TRUE,rechargable,,,0,,American beech,,,,,0.69100000000,243,4341.68104726000,1500050.80183000000,EM2,EM2_C0280
C0282,2022,2022-2023,North Country Wild,,Olivia,0,Browning,Strike Force Pro XD,54,91,C054_SD091,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.58564000000,-75.13487700000,29-Jul-2022,12:31,,,25-Sep-2022,12:50,,153,Kip Tract,1,Deciduous,Rural,0,0,89,38,TRUE,rechargable,,,0,,American beech,,,,,0.69100000000,244,4341.68104726000,1500050.80183000000,EM2,EM2_C0282
C0287,2022,2022-2023,North Country Wild,,"Erika, Olivia, Laura B., Gus",0,Browning,Strike Force Pro XD,56,16-1,C056_SD161,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.44092510000,-75.07257700000,26-Jul-2022,11:12,,,23-Nov-2022,15:09,,945,Donnerville,1,Deciduous,Wild,0,0,78,26,TRUE,rechargable,,,0,,sugar maple,,,,,0.69100000000,245,4341.68104726000,1500050.80183000000,EM2,EM2_C0287
C0290,2022,2022-2023,North Country Wild,,"Erika, Olivia, Gus",0,Browning,Strike Force Pro XD,57,13,C057_SD013,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.43880000000,-75.07201000000,25-Jul-2022,13:46,2-Sep-2022,2-Sep-2022,23-Nov-2022,14:46,,315,Donnerville,2,Deciduous,Wild,0,0,79,0,FALSE,rechargable,,,0,,juneberry,,TRUE,Last photo 2 Sept 2022,camera does not power up at collection date. Battery failure? Last photo date was 2 Sept 2022,0.69100000000,246,4341.68104726000,1500050.80183000000,EM2,EM2_C0290
C0292,2023,2023-2024,North Country Wild,,"Erika, Olivia, Kelsey",0,Browning,Strikeforce 5HD Pro,27,19,C027_SD019,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.41868800000,-75.07125600000,29-Sep-2023,16:15,28-Dec-2023,2-Dec-2023,28-Dec-2023,14:51,90,57,Lampson Falls,,Deciduous,Rural,0,0,86,71,TRUE,rechargable,,,0,North,basswood,,,,,0.69100000000,247,4341.68104726000,1500050.80183000000,EM2,EM2_C0292
C0293,2023,2023-2024,North Country Wild,,"Erika, Gus",0,Browning,Strike Force HD Pro,27,74,C027_SD074,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.41868800000,-75.07125600000,28-Dec-2023,14:55,,,7-Aug-2024,14:43,,846,Lampson Falls,,Deciduous,Rural,0,0,71,0,FALSE,rechargable,,,0,North,basswood,FALSE,TRUE,"looks like date/time is incorrect for quite a few photos - perhaps batteries got too cold or something? Problem starts with IMG_0061.jpg.   Also, bear knocked camera at IMG_0093.jpg. After that all point toward ground.",same location as C027_SD019; swapped SD card on 28 December,0.69100000000,248,4341.68104726000,1500050.80183000000,EM2,EM2_C0293
C0294,2023,2023-2024,North Country Wild,,"Erika, Gus",0,Browning,Strike Force HD Pro,28,21,C028_SD021,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.19224000000,-74.86946300000,12-Oct-2023,14:42,29-Dec-2023,26-Nov-2023,29-Dec-2023,13:30,78,79,Peavine,1,Deciduous,Wild,0,0,77,21,TRUE,rechargable,,,0,North,,,,,"tree species not recorded. All dates/times are off. 5 Jan 2024 - file in ""Raw"" folder called ""C028_SD021 dates fixed"" is raw images to which I added 2475 days to correct date time via exiftool. Used those corrected images to create processed folder.",0.69100000000,249,4341.68104726000,1500050.80183000000,EM2,EM2_C0294
C0295,2023,2023-2024,North Country Wild,,"Olivia, Marliese",0,Browning,Strikeforce HD Pro,32,65,C032_SD065,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.44025600000,-75.07361500000,19-Sep-2023,13:51,19-Sep-2023,19-Sep-2023,29-Dec-2023,10:38,0,24,Donnerville,3,Deciduous,Rural,0,0,79,0,FALSE,rechargable,,,0,North,sugar maple,,TRUE,no good photos - do not use,needs info tag. Used brown camera lock! Camera not working on pick up.,0.69100000000,250,4341.68104726000,1500050.80183000000,EM2,EM2_C0295
C0296,2023,2023-2024,North Country Wild,,"Olivia, Marliese",0,Browning,Strike Force Pro XD,35,77,C035_SD077,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.43876700000,-75.07202200000,19-Sep-2023,14:45,29-Dec-2023,28-Dec-2023,29-Dec-2023,10:30,101,351,Donnerville,2,Deciduous,Rural,0,0,100,35,TRUE,rechargable,,,0,North,juneberry,,,,used brown camera lock!,0.69100000000,251,4341.68104726000,1500050.80183000000,EM2,EM2_C0296
C0297,2023,2023-2024,North Country Wild,,"Olivia, Marliese",0,Browning,Strike Force Pro XD,36,64,C036_SD064,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.44092200000,-75.07259300000,19-Sep-2023,14:20,29-Dec-2023,17-Dec-2023,29-Dec-2023,10:55,101,192,Donnerville,1,Deciduous,Rural,0,0,100,50,TRUE,rechargable,,,0,North,sugar maple,,,,needs info tag. Used brown camera lock! Camera time was set at 2:19 AM rather than PM at startup. I fixed on images with exiftool.,0.69100000000,252,4341.68104726000,1500050.80183000000,EM2,EM2_C0297
C0298,2023,2023-2024,North Country Wild,,"Erika, Gus",0,Browning,Strike Force HD Pro X,38,38,C038_SD038,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.19295400000,-74.86701500000,12-Oct-2023,14:07,17-Nov-2023,17-Nov-2023,29-Dec-2023,13:14,36,60,Peavine,2,Deciduous,Wild,0,0,12,0,FALSE,rechargable,,,0,North,red maple,,,,camera dead at retrieval. 60 photos. Need to replace batteries.,0.69100000000,253,4341.68104726000,1500050.80183000000,EM2,EM2_C0298
C0299,2023,2023-2024,North Country Wild,,"Olivia, Kelsey, Jordan",0,Browning,Strike Force Pro XD,39,83,C039_SD083,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.36020460000,-75.09426800000,21-Sep-2023,13:52,5-Oct-2023,5-Oct-2023,29-Dec-2023,11:37,14,50,Degrasse,3,Evergreen,Rural,0,0,100,45,TRUE,rechargable,,,0,North,red pine,,,,"CHECK LATITUDE!SD# was faded. Stake has no tape but was lined up with a taped stake. Used brown camera lock. When checked camera on 29 Dec 2023, told me card was full. There were 50 images - last one on 5 Oct 2023. Need to check if camera or SD card is t",0.69100000000,254,4341.68104726000,1500050.80183000000,EM2,EM2_C0299
C0300,2023,2023-2024,North Country Wild,,"Olivia, Kelsey, Jordan",0,Browning,Strike Force Pro XD,41,25,C041_SD025,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.36050300000,-75.09619500000,21-Sep-2023,13:34,29-Dec-2023,29-Nov-2023,29-Dec-2023,11:50,99,45,Degrasse,2,Evergreen,Rural,0,0,100,43,TRUE,rechargable,,,0,North,red pine,,,,Used brown camera lock.,0.69100000000,255,4341.68104726000,1500050.80183000000,EM2,EM2_C0300
C0301,2023,2023-2024,North Country Wild,Black Ash,"Erika, Gus",0,Browning,Strike Force Pro XD,43,13,C043_SD013,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.42395000000,-75.10330500000,6-Jul-2023,11:05,19-Jul-2023,18-Jul-2023,18-Jul-2024,13:20,,8037,Donnerville,,Deciduous,Wild,0,0,100,33,TRUE,rechargable,,,0,North,sugar maple,FALSE,TRUE,"camera bumped on Aug 9, 2023. Nocturnal images after that date have reduced field of view. Camera won't power down.",replaces cam 45-88 from 2022,0.69100000000,256,4341.68104726000,1500050.80183000000,EM2,EM2_C0301
C0302,2023,2023-2024,North Country Wild,,"Erika, Olivia, Kelsey",0,Browning,Strike Force Pro XD,47,18,C047_SD018,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.42121900000,-75.06791700000,29-Sep-2023,,28-Dec-2023,25-Dec-2023,28-Dec-2023,14:32,90,167,Lampson Falls,,Deciduous,Rural,0,0,75,33,TRUE,rechargable,,,0,North,American beech,,,,Left camera on 28 Dec with new sd card and fresh batteries = C047_SD035.,0.69100000000,257,4341.68104726000,1500050.80183000000,EM2,EM2_C0302
C0303,2023,2023-2024,North Country Wild,,"Erika, Gus",0,Browning,Strike Force Pro XD,47,35,C047_SD035,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.42121900000,-75.06791700000,28-Dec-2023,14:35,7-Aug-2024,,7-Aug-2024,14:24,,350,Lampson Falls,,Deciduous,Rural,0,0,100,32,TRUE,rechargable,,,0,North,American beech,FALSE,FALSE,,same location as C047_SD018,0.69100000000,258,4341.68104726000,1500050.80183000000,EM2,EM2_C0303
C0304,2023,2023-2024,North Country Wild,,"Olivia, Kelsey",0,Browning,Strike Force Pro XD,48,6,C048_SD006,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.40619800000,-75.06754100000,28-Sep-2023,13:25,28-Dec-2023,28-Dec-2023,28-Dec-2023,15:45,91,402,Lampson Falls,,Deciduous,Rural,0,0,100,35,TRUE,rechargable,,,0,North,white pine,,,,"camera was pointing down - bumped by animal? Date correct but time at 3:45 PM = 4:44 AM on camera, so check date/time on photos; 5 Jan 2024 added 12 hours to each time in processed images folder",0.69100000000,259,4341.68104726000,1500050.80183000000,EM2,EM2_C0304
C0305,2023,2023-2024,North Country Wild,,"Erika, Gus",0,Browning,Strike Force Pro XD,48,26,C048_SD026,0,camera,,Snapshot,,0.00000000000,0.00000000000,44.40619800000,-75.06754100000,28-Dec-2023,15:50,7-Aug-2024,,7-Aug-2024,15:48,,1440,Lampson Falls,,Deciduous,Rural,0,0,100,35,TRUE,rechargable,,,0,North,white pine,FALSE,FALSE,,same location as C048_SD006; fixed time on camera,0.69100000000,260,4341.68104726000,1500050.80183000000,EM2,EM2_C0305
